,history_generator_loss,history_discriminator_loss
967,"tf.Tensor(1.0258971, shape=(), dtype=float32)","tf.Tensor(1.7445608, shape=(), dtype=float32)"
968,"tf.Tensor(1.0853796, shape=(), dtype=float32)","tf.Tensor(1.8522127, shape=(), dtype=float32)"
969,"tf.Tensor(0.95113933, shape=(), dtype=float32)","tf.Tensor(1.7323977, shape=(), dtype=float32)"
970,"tf.Tensor(0.86936903, shape=(), dtype=float32)","tf.Tensor(1.8678422, shape=(), dtype=float32)"
971,"tf.Tensor(0.79617035, shape=(), dtype=float32)","tf.Tensor(1.8070483, shape=(), dtype=float32)"
972,"tf.Tensor(0.6647926, shape=(), dtype=float32)","tf.Tensor(1.7619617, shape=(), dtype=float32)"
973,"tf.Tensor(0.646466, shape=(), dtype=float32)","tf.Tensor(1.5401734, shape=(), dtype=float32)"
974,"tf.Tensor(0.6439313, shape=(), dtype=float32)","tf.Tensor(1.6249852, shape=(), dtype=float32)"
975,"tf.Tensor(0.69464135, shape=(), dtype=float32)","tf.Tensor(1.583555, shape=(), dtype=float32)"
976,"tf.Tensor(0.9223192, shape=(), dtype=float32)","tf.Tensor(1.3057597, shape=(), dtype=float32)"
977,"tf.Tensor(1.0574894, shape=(), dtype=float32)","tf.Tensor(1.1284707, shape=(), dtype=float32)"
978,"tf.Tensor(1.1294395, shape=(), dtype=float32)","tf.Tensor(1.0898917, shape=(), dtype=float32)"
979,"tf.Tensor(1.213793, shape=(), dtype=float32)","tf.Tensor(1.0680431, shape=(), dtype=float32)"
980,"tf.Tensor(1.2097104, shape=(), dtype=float32)","tf.Tensor(0.8706931, shape=(), dtype=float32)"
981,"tf.Tensor(1.2486748, shape=(), dtype=float32)","tf.Tensor(0.91083515, shape=(), dtype=float32)"
982,"tf.Tensor(1.2049658, shape=(), dtype=float32)","tf.Tensor(0.944557, shape=(), dtype=float32)"
983,"tf.Tensor(1.1430306, shape=(), dtype=float32)","tf.Tensor(0.8629836, shape=(), dtype=float32)"
984,"tf.Tensor(1.0725045, shape=(), dtype=float32)","tf.Tensor(0.91732913, shape=(), dtype=float32)"
985,"tf.Tensor(1.0069838, shape=(), dtype=float32)","tf.Tensor(0.93734133, shape=(), dtype=float32)"
986,"tf.Tensor(0.928432, shape=(), dtype=float32)","tf.Tensor(1.0498521, shape=(), dtype=float32)"
987,"tf.Tensor(1.0051935, shape=(), dtype=float32)","tf.Tensor(1.0172434, shape=(), dtype=float32)"
988,"tf.Tensor(1.0730772, shape=(), dtype=float32)","tf.Tensor(1.0414493, shape=(), dtype=float32)"
989,"tf.Tensor(1.3443298, shape=(), dtype=float32)","tf.Tensor(0.99032235, shape=(), dtype=float32)"
990,"tf.Tensor(1.5830532, shape=(), dtype=float32)","tf.Tensor(1.0178121, shape=(), dtype=float32)"
991,"tf.Tensor(1.3877591, shape=(), dtype=float32)","tf.Tensor(1.0643151, shape=(), dtype=float32)"
992,"tf.Tensor(1.2671087, shape=(), dtype=float32)","tf.Tensor(0.9394927, shape=(), dtype=float32)"
993,"tf.Tensor(1.0247246, shape=(), dtype=float32)","tf.Tensor(1.048649, shape=(), dtype=float32)"
994,"tf.Tensor(0.98221767, shape=(), dtype=float32)","tf.Tensor(1.0173817, shape=(), dtype=float32)"
995,"tf.Tensor(1.034306, shape=(), dtype=float32)","tf.Tensor(0.850612, shape=(), dtype=float32)"
996,"tf.Tensor(1.0644436, shape=(), dtype=float32)","tf.Tensor(0.81514394, shape=(), dtype=float32)"
997,"tf.Tensor(1.1542637, shape=(), dtype=float32)","tf.Tensor(0.88228464, shape=(), dtype=float32)"
998,"tf.Tensor(1.3028879, shape=(), dtype=float32)","tf.Tensor(0.7587443, shape=(), dtype=float32)"
999,"tf.Tensor(1.2942516, shape=(), dtype=float32)","tf.Tensor(0.82557225, shape=(), dtype=float32)"
1000,"tf.Tensor(1.5035479, shape=(), dtype=float32)","tf.Tensor(0.74694484, shape=(), dtype=float32)"
1001,"tf.Tensor(1.6121664, shape=(), dtype=float32)","tf.Tensor(0.81674683, shape=(), dtype=float32)"
1002,"tf.Tensor(1.6564149, shape=(), dtype=float32)","tf.Tensor(0.8929342, shape=(), dtype=float32)"
1003,"tf.Tensor(1.6016958, shape=(), dtype=float32)","tf.Tensor(0.7210327, shape=(), dtype=float32)"
1004,"tf.Tensor(1.3377501, shape=(), dtype=float32)","tf.Tensor(0.798077, shape=(), dtype=float32)"
1005,"tf.Tensor(1.2326555, shape=(), dtype=float32)","tf.Tensor(0.94689846, shape=(), dtype=float32)"
1006,"tf.Tensor(1.1914836, shape=(), dtype=float32)","tf.Tensor(0.8619453, shape=(), dtype=float32)"
1007,"tf.Tensor(1.1311375, shape=(), dtype=float32)","tf.Tensor(0.90172124, shape=(), dtype=float32)"
1008,"tf.Tensor(1.1828445, shape=(), dtype=float32)","tf.Tensor(1.0153584, shape=(), dtype=float32)"
1009,"tf.Tensor(1.3200845, shape=(), dtype=float32)","tf.Tensor(1.0326986, shape=(), dtype=float32)"
1010,"tf.Tensor(1.4375393, shape=(), dtype=float32)","tf.Tensor(0.98042464, shape=(), dtype=float32)"
1011,"tf.Tensor(1.5806104, shape=(), dtype=float32)","tf.Tensor(1.2008727, shape=(), dtype=float32)"
1012,"tf.Tensor(1.5283114, shape=(), dtype=float32)","tf.Tensor(1.2145804, shape=(), dtype=float32)"
1013,"tf.Tensor(1.4077303, shape=(), dtype=float32)","tf.Tensor(1.2047027, shape=(), dtype=float32)"
1014,"tf.Tensor(1.307203, shape=(), dtype=float32)","tf.Tensor(1.1597189, shape=(), dtype=float32)"
1015,"tf.Tensor(1.152878, shape=(), dtype=float32)","tf.Tensor(1.1497406, shape=(), dtype=float32)"
1016,"tf.Tensor(1.0944963, shape=(), dtype=float32)","tf.Tensor(1.350075, shape=(), dtype=float32)"
1017,"tf.Tensor(1.3648845, shape=(), dtype=float32)","tf.Tensor(1.2787108, shape=(), dtype=float32)"
1018,"tf.Tensor(1.4548925, shape=(), dtype=float32)","tf.Tensor(1.3624406, shape=(), dtype=float32)"
1019,"tf.Tensor(1.666934, shape=(), dtype=float32)","tf.Tensor(1.5553281, shape=(), dtype=float32)"
1020,"tf.Tensor(1.4597824, shape=(), dtype=float32)","tf.Tensor(1.6368911, shape=(), dtype=float32)"
1021,"tf.Tensor(1.0737572, shape=(), dtype=float32)","tf.Tensor(1.5038593, shape=(), dtype=float32)"
1022,"tf.Tensor(1.0257763, shape=(), dtype=float32)","tf.Tensor(1.3190656, shape=(), dtype=float32)"
1023,"tf.Tensor(1.109283, shape=(), dtype=float32)","tf.Tensor(1.4937556, shape=(), dtype=float32)"
1024,"tf.Tensor(1.3064578, shape=(), dtype=float32)","tf.Tensor(1.2565114, shape=(), dtype=float32)"
1025,"tf.Tensor(1.6886401, shape=(), dtype=float32)","tf.Tensor(1.4686573, shape=(), dtype=float32)"
1026,"tf.Tensor(1.6021912, shape=(), dtype=float32)","tf.Tensor(1.4142927, shape=(), dtype=float32)"
1027,"tf.Tensor(1.7452662, shape=(), dtype=float32)","tf.Tensor(1.6108079, shape=(), dtype=float32)"
1028,"tf.Tensor(1.2658002, shape=(), dtype=float32)","tf.Tensor(1.4436269, shape=(), dtype=float32)"
1029,"tf.Tensor(1.0589796, shape=(), dtype=float32)","tf.Tensor(1.568537, shape=(), dtype=float32)"
1030,"tf.Tensor(1.0203428, shape=(), dtype=float32)","tf.Tensor(1.5656958, shape=(), dtype=float32)"
1031,"tf.Tensor(1.0044847, shape=(), dtype=float32)","tf.Tensor(1.5595359, shape=(), dtype=float32)"
1032,"tf.Tensor(1.0724314, shape=(), dtype=float32)","tf.Tensor(1.5038654, shape=(), dtype=float32)"
1033,"tf.Tensor(1.3474509, shape=(), dtype=float32)","tf.Tensor(1.5251839, shape=(), dtype=float32)"
1034,"tf.Tensor(1.2421753, shape=(), dtype=float32)","tf.Tensor(1.563631, shape=(), dtype=float32)"
1035,"tf.Tensor(1.2602708, shape=(), dtype=float32)","tf.Tensor(1.4911228, shape=(), dtype=float32)"
1036,"tf.Tensor(1.3321819, shape=(), dtype=float32)","tf.Tensor(1.558726, shape=(), dtype=float32)"
1037,"tf.Tensor(1.2577964, shape=(), dtype=float32)","tf.Tensor(1.6448859, shape=(), dtype=float32)"
1038,"tf.Tensor(1.037152, shape=(), dtype=float32)","tf.Tensor(1.4897206, shape=(), dtype=float32)"
1039,"tf.Tensor(0.9217496, shape=(), dtype=float32)","tf.Tensor(1.5224892, shape=(), dtype=float32)"
1040,"tf.Tensor(0.75496477, shape=(), dtype=float32)","tf.Tensor(1.4071946, shape=(), dtype=float32)"
1041,"tf.Tensor(0.80834645, shape=(), dtype=float32)","tf.Tensor(1.2499079, shape=(), dtype=float32)"
1042,"tf.Tensor(0.88532495, shape=(), dtype=float32)","tf.Tensor(1.2633295, shape=(), dtype=float32)"
1043,"tf.Tensor(1.0082128, shape=(), dtype=float32)","tf.Tensor(1.2626033, shape=(), dtype=float32)"
1044,"tf.Tensor(1.0166085, shape=(), dtype=float32)","tf.Tensor(1.1578196, shape=(), dtype=float32)"
1045,"tf.Tensor(1.0553956, shape=(), dtype=float32)","tf.Tensor(1.2063282, shape=(), dtype=float32)"
1046,"tf.Tensor(1.1018487, shape=(), dtype=float32)","tf.Tensor(1.1035042, shape=(), dtype=float32)"
1047,"tf.Tensor(1.0192289, shape=(), dtype=float32)","tf.Tensor(1.0741862, shape=(), dtype=float32)"
1048,"tf.Tensor(1.0211275, shape=(), dtype=float32)","tf.Tensor(1.029169, shape=(), dtype=float32)"
1049,"tf.Tensor(0.92282546, shape=(), dtype=float32)","tf.Tensor(1.0093837, shape=(), dtype=float32)"
1050,"tf.Tensor(0.88276064, shape=(), dtype=float32)","tf.Tensor(1.0792521, shape=(), dtype=float32)"
1051,"tf.Tensor(0.84095776, shape=(), dtype=float32)","tf.Tensor(1.082814, shape=(), dtype=float32)"
1052,"tf.Tensor(0.7847643, shape=(), dtype=float32)","tf.Tensor(1.0535696, shape=(), dtype=float32)"
1053,"tf.Tensor(0.8480375, shape=(), dtype=float32)","tf.Tensor(1.0535598, shape=(), dtype=float32)"
1054,"tf.Tensor(0.8474019, shape=(), dtype=float32)","tf.Tensor(0.99899185, shape=(), dtype=float32)"
1055,"tf.Tensor(0.8861908, shape=(), dtype=float32)","tf.Tensor(1.1509244, shape=(), dtype=float32)"
1056,"tf.Tensor(0.8838238, shape=(), dtype=float32)","tf.Tensor(1.065613, shape=(), dtype=float32)"
1057,"tf.Tensor(0.8527082, shape=(), dtype=float32)","tf.Tensor(1.0957482, shape=(), dtype=float32)"
1058,"tf.Tensor(0.7967287, shape=(), dtype=float32)","tf.Tensor(1.126207, shape=(), dtype=float32)"
1059,"tf.Tensor(0.76184434, shape=(), dtype=float32)","tf.Tensor(1.107342, shape=(), dtype=float32)"
1060,"tf.Tensor(0.7335788, shape=(), dtype=float32)","tf.Tensor(1.151458, shape=(), dtype=float32)"
1061,"tf.Tensor(0.65324783, shape=(), dtype=float32)","tf.Tensor(1.1899855, shape=(), dtype=float32)"
1062,"tf.Tensor(0.6820296, shape=(), dtype=float32)","tf.Tensor(1.2742047, shape=(), dtype=float32)"
1063,"tf.Tensor(0.65967053, shape=(), dtype=float32)","tf.Tensor(1.3273501, shape=(), dtype=float32)"
1064,"tf.Tensor(0.7395086, shape=(), dtype=float32)","tf.Tensor(1.3611654, shape=(), dtype=float32)"
1065,"tf.Tensor(0.91204613, shape=(), dtype=float32)","tf.Tensor(1.3752853, shape=(), dtype=float32)"
1066,"tf.Tensor(1.0028827, shape=(), dtype=float32)","tf.Tensor(1.4282634, shape=(), dtype=float32)"
1067,"tf.Tensor(1.0970381, shape=(), dtype=float32)","tf.Tensor(1.4458908, shape=(), dtype=float32)"
1068,"tf.Tensor(1.0713284, shape=(), dtype=float32)","tf.Tensor(1.4661834, shape=(), dtype=float32)"
1069,"tf.Tensor(0.9703709, shape=(), dtype=float32)","tf.Tensor(1.4647999, shape=(), dtype=float32)"
1070,"tf.Tensor(0.8982698, shape=(), dtype=float32)","tf.Tensor(1.4617009, shape=(), dtype=float32)"
1071,"tf.Tensor(0.87398124, shape=(), dtype=float32)","tf.Tensor(1.4370239, shape=(), dtype=float32)"
1072,"tf.Tensor(0.76353073, shape=(), dtype=float32)","tf.Tensor(1.4686716, shape=(), dtype=float32)"
1073,"tf.Tensor(0.66926146, shape=(), dtype=float32)","tf.Tensor(1.4309555, shape=(), dtype=float32)"
1074,"tf.Tensor(0.6058289, shape=(), dtype=float32)","tf.Tensor(1.6113696, shape=(), dtype=float32)"
1075,"tf.Tensor(0.5485611, shape=(), dtype=float32)","tf.Tensor(1.5938698, shape=(), dtype=float32)"
1076,"tf.Tensor(0.6459648, shape=(), dtype=float32)","tf.Tensor(1.610307, shape=(), dtype=float32)"
1077,"tf.Tensor(0.8445467, shape=(), dtype=float32)","tf.Tensor(1.5686584, shape=(), dtype=float32)"
1078,"tf.Tensor(0.9522059, shape=(), dtype=float32)","tf.Tensor(1.4755965, shape=(), dtype=float32)"
1079,"tf.Tensor(1.166676, shape=(), dtype=float32)","tf.Tensor(1.4799027, shape=(), dtype=float32)"
1080,"tf.Tensor(1.2261091, shape=(), dtype=float32)","tf.Tensor(1.401895, shape=(), dtype=float32)"
1081,"tf.Tensor(1.3209056, shape=(), dtype=float32)","tf.Tensor(1.4291104, shape=(), dtype=float32)"
1082,"tf.Tensor(1.2689514, shape=(), dtype=float32)","tf.Tensor(1.4496033, shape=(), dtype=float32)"
1083,"tf.Tensor(1.0477445, shape=(), dtype=float32)","tf.Tensor(1.4334631, shape=(), dtype=float32)"
1084,"tf.Tensor(0.95937335, shape=(), dtype=float32)","tf.Tensor(1.4508402, shape=(), dtype=float32)"
1085,"tf.Tensor(0.77684045, shape=(), dtype=float32)","tf.Tensor(1.4433844, shape=(), dtype=float32)"
1086,"tf.Tensor(0.7777715, shape=(), dtype=float32)","tf.Tensor(1.4062791, shape=(), dtype=float32)"
1087,"tf.Tensor(0.70887434, shape=(), dtype=float32)","tf.Tensor(1.357085, shape=(), dtype=float32)"
1088,"tf.Tensor(0.71585256, shape=(), dtype=float32)","tf.Tensor(1.4601642, shape=(), dtype=float32)"
1089,"tf.Tensor(0.7404107, shape=(), dtype=float32)","tf.Tensor(1.4259222, shape=(), dtype=float32)"
1090,"tf.Tensor(0.7854566, shape=(), dtype=float32)","tf.Tensor(1.4326118, shape=(), dtype=float32)"
1091,"tf.Tensor(0.8975662, shape=(), dtype=float32)","tf.Tensor(1.434241, shape=(), dtype=float32)"
1092,"tf.Tensor(0.8859009, shape=(), dtype=float32)","tf.Tensor(1.3916063, shape=(), dtype=float32)"
1093,"tf.Tensor(0.9059075, shape=(), dtype=float32)","tf.Tensor(1.4385718, shape=(), dtype=float32)"
1094,"tf.Tensor(0.85641277, shape=(), dtype=float32)","tf.Tensor(1.5185889, shape=(), dtype=float32)"
1095,"tf.Tensor(0.793138, shape=(), dtype=float32)","tf.Tensor(1.3928456, shape=(), dtype=float32)"
1096,"tf.Tensor(0.7339973, shape=(), dtype=float32)","tf.Tensor(1.429486, shape=(), dtype=float32)"
1097,"tf.Tensor(0.7539516, shape=(), dtype=float32)","tf.Tensor(1.4334394, shape=(), dtype=float32)"
1098,"tf.Tensor(0.72790486, shape=(), dtype=float32)","tf.Tensor(1.4441311, shape=(), dtype=float32)"
1099,"tf.Tensor(0.6998007, shape=(), dtype=float32)","tf.Tensor(1.4060203, shape=(), dtype=float32)"
1100,"tf.Tensor(0.61382043, shape=(), dtype=float32)","tf.Tensor(1.3988609, shape=(), dtype=float32)"
1101,"tf.Tensor(0.645589, shape=(), dtype=float32)","tf.Tensor(1.48045, shape=(), dtype=float32)"
1102,"tf.Tensor(0.65874946, shape=(), dtype=float32)","tf.Tensor(1.4008704, shape=(), dtype=float32)"
1103,"tf.Tensor(0.6095401, shape=(), dtype=float32)","tf.Tensor(1.4117584, shape=(), dtype=float32)"
1104,"tf.Tensor(0.6410667, shape=(), dtype=float32)","tf.Tensor(1.3908918, shape=(), dtype=float32)"
1105,"tf.Tensor(0.6504705, shape=(), dtype=float32)","tf.Tensor(1.3950037, shape=(), dtype=float32)"
1106,"tf.Tensor(0.72786605, shape=(), dtype=float32)","tf.Tensor(1.3690884, shape=(), dtype=float32)"
1107,"tf.Tensor(0.7334784, shape=(), dtype=float32)","tf.Tensor(1.3563448, shape=(), dtype=float32)"
1108,"tf.Tensor(0.74892706, shape=(), dtype=float32)","tf.Tensor(1.3136997, shape=(), dtype=float32)"
1109,"tf.Tensor(0.75009835, shape=(), dtype=float32)","tf.Tensor(1.3182993, shape=(), dtype=float32)"
1110,"tf.Tensor(0.7488268, shape=(), dtype=float32)","tf.Tensor(1.326081, shape=(), dtype=float32)"
1111,"tf.Tensor(0.73795843, shape=(), dtype=float32)","tf.Tensor(1.3247652, shape=(), dtype=float32)"
1112,"tf.Tensor(0.6806234, shape=(), dtype=float32)","tf.Tensor(1.2603464, shape=(), dtype=float32)"
1113,"tf.Tensor(0.6942116, shape=(), dtype=float32)","tf.Tensor(1.2110021, shape=(), dtype=float32)"
1114,"tf.Tensor(0.6834711, shape=(), dtype=float32)","tf.Tensor(1.2507882, shape=(), dtype=float32)"
1115,"tf.Tensor(0.6971478, shape=(), dtype=float32)","tf.Tensor(1.2326044, shape=(), dtype=float32)"
1116,"tf.Tensor(0.7087139, shape=(), dtype=float32)","tf.Tensor(1.1922607, shape=(), dtype=float32)"
1117,"tf.Tensor(0.72869766, shape=(), dtype=float32)","tf.Tensor(1.1737819, shape=(), dtype=float32)"
1118,"tf.Tensor(0.696522, shape=(), dtype=float32)","tf.Tensor(1.1885781, shape=(), dtype=float32)"
1119,"tf.Tensor(0.6985817, shape=(), dtype=float32)","tf.Tensor(1.1359415, shape=(), dtype=float32)"
1120,"tf.Tensor(0.7020514, shape=(), dtype=float32)","tf.Tensor(1.1342694, shape=(), dtype=float32)"
1121,"tf.Tensor(0.72324264, shape=(), dtype=float32)","tf.Tensor(1.1345055, shape=(), dtype=float32)"
1122,"tf.Tensor(0.74187815, shape=(), dtype=float32)","tf.Tensor(1.1549423, shape=(), dtype=float32)"
1123,"tf.Tensor(0.72134095, shape=(), dtype=float32)","tf.Tensor(1.1122429, shape=(), dtype=float32)"
1124,"tf.Tensor(0.7199415, shape=(), dtype=float32)","tf.Tensor(1.1118531, shape=(), dtype=float32)"
1125,"tf.Tensor(0.70345974, shape=(), dtype=float32)","tf.Tensor(1.0891922, shape=(), dtype=float32)"
1126,"tf.Tensor(0.7173487, shape=(), dtype=float32)","tf.Tensor(1.0273184, shape=(), dtype=float32)"
1127,"tf.Tensor(0.6961318, shape=(), dtype=float32)","tf.Tensor(1.0726464, shape=(), dtype=float32)"
1128,"tf.Tensor(0.70482266, shape=(), dtype=float32)","tf.Tensor(1.0530949, shape=(), dtype=float32)"
1129,"tf.Tensor(0.7000723, shape=(), dtype=float32)","tf.Tensor(1.070167, shape=(), dtype=float32)"
1130,"tf.Tensor(0.69581604, shape=(), dtype=float32)","tf.Tensor(1.0129659, shape=(), dtype=float32)"
1131,"tf.Tensor(0.72640836, shape=(), dtype=float32)","tf.Tensor(0.979436, shape=(), dtype=float32)"
1132,"tf.Tensor(0.697701, shape=(), dtype=float32)","tf.Tensor(1.0583661, shape=(), dtype=float32)"
1133,"tf.Tensor(0.73401964, shape=(), dtype=float32)","tf.Tensor(1.0033982, shape=(), dtype=float32)"
1134,"tf.Tensor(0.74242395, shape=(), dtype=float32)","tf.Tensor(1.012699, shape=(), dtype=float32)"
1135,"tf.Tensor(0.7828609, shape=(), dtype=float32)","tf.Tensor(0.97803366, shape=(), dtype=float32)"
1136,"tf.Tensor(0.8063563, shape=(), dtype=float32)","tf.Tensor(1.004623, shape=(), dtype=float32)"
1137,"tf.Tensor(0.8703938, shape=(), dtype=float32)","tf.Tensor(0.97005403, shape=(), dtype=float32)"
1138,"tf.Tensor(0.8396358, shape=(), dtype=float32)","tf.Tensor(1.0033517, shape=(), dtype=float32)"
1139,"tf.Tensor(0.88647455, shape=(), dtype=float32)","tf.Tensor(0.99656147, shape=(), dtype=float32)"
1140,"tf.Tensor(0.9007172, shape=(), dtype=float32)","tf.Tensor(1.0005298, shape=(), dtype=float32)"
1141,"tf.Tensor(0.90986055, shape=(), dtype=float32)","tf.Tensor(1.028272, shape=(), dtype=float32)"
1142,"tf.Tensor(0.94146985, shape=(), dtype=float32)","tf.Tensor(1.0141637, shape=(), dtype=float32)"
1143,"tf.Tensor(0.8912051, shape=(), dtype=float32)","tf.Tensor(1.0747125, shape=(), dtype=float32)"
1144,"tf.Tensor(0.9559723, shape=(), dtype=float32)","tf.Tensor(1.1044449, shape=(), dtype=float32)"
1145,"tf.Tensor(0.96090764, shape=(), dtype=float32)","tf.Tensor(1.1045052, shape=(), dtype=float32)"
1146,"tf.Tensor(0.8858219, shape=(), dtype=float32)","tf.Tensor(1.2072009, shape=(), dtype=float32)"
1147,"tf.Tensor(0.8504896, shape=(), dtype=float32)","tf.Tensor(1.2075543, shape=(), dtype=float32)"
1148,"tf.Tensor(0.83939767, shape=(), dtype=float32)","tf.Tensor(1.2089626, shape=(), dtype=float32)"
1149,"tf.Tensor(0.83352226, shape=(), dtype=float32)","tf.Tensor(1.2252272, shape=(), dtype=float32)"
1150,"tf.Tensor(0.8088169, shape=(), dtype=float32)","tf.Tensor(1.2440164, shape=(), dtype=float32)"
1151,"tf.Tensor(0.9526591, shape=(), dtype=float32)","tf.Tensor(1.2780759, shape=(), dtype=float32)"
1152,"tf.Tensor(0.90845275, shape=(), dtype=float32)","tf.Tensor(1.2920614, shape=(), dtype=float32)"
1153,"tf.Tensor(0.82316184, shape=(), dtype=float32)","tf.Tensor(1.3054047, shape=(), dtype=float32)"
1154,"tf.Tensor(0.8001599, shape=(), dtype=float32)","tf.Tensor(1.2823095, shape=(), dtype=float32)"
1155,"tf.Tensor(0.7522604, shape=(), dtype=float32)","tf.Tensor(1.251558, shape=(), dtype=float32)"
1156,"tf.Tensor(0.7247317, shape=(), dtype=float32)","tf.Tensor(1.2935652, shape=(), dtype=float32)"
1157,"tf.Tensor(0.6901296, shape=(), dtype=float32)","tf.Tensor(1.3859851, shape=(), dtype=float32)"
1158,"tf.Tensor(0.7008116, shape=(), dtype=float32)","tf.Tensor(1.2651434, shape=(), dtype=float32)"
1159,"tf.Tensor(0.70511234, shape=(), dtype=float32)","tf.Tensor(1.3249823, shape=(), dtype=float32)"
1160,"tf.Tensor(0.64517117, shape=(), dtype=float32)","tf.Tensor(1.3440664, shape=(), dtype=float32)"
1161,"tf.Tensor(0.6388686, shape=(), dtype=float32)","tf.Tensor(1.2531501, shape=(), dtype=float32)"
1162,"tf.Tensor(0.6756442, shape=(), dtype=float32)","tf.Tensor(1.1895621, shape=(), dtype=float32)"
1163,"tf.Tensor(0.6476705, shape=(), dtype=float32)","tf.Tensor(1.2654008, shape=(), dtype=float32)"
1164,"tf.Tensor(0.6813739, shape=(), dtype=float32)","tf.Tensor(1.076405, shape=(), dtype=float32)"
